,place_resid,stateco_resid,placename_resid,place_work,stateco_work,placename_work,county_resid,county_work,FLOW_FLAG,total00,yr00_total,yr00_dralone,yr00_carpool2,yr00_carpool3,yr00_carpool4,yr00_carpool56,yr00_carpool7p,yr00_bus,yr00_trolley,yr00_subway,yr00_railroad,yr00_ferry,yr00_bicycle,yr00_walk,yr00_taxi,yr00_mcycle,yr00_other,yr00_athome,yr00_transit,yr00_carpool3p,yr00_totalnh,tt00_totalnh,tt00_dralone,tt00_carpool2,tt00_carpool3p,tt00_btransit,tt00_rtransit,tt00_other5,aggtime00,yr00_driver,yr00_vehocc,yr00_carpdriver,yr00_carpocc,commute_id
30933,53000,6001,Oakland,33798,6081,Hillsborough,Alameda,San Mateo,Y,20.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,20.0,69.5,69.2,0.0,0.0,0.0,70.0,0.0,1320.0,15.0,1.0,0.0,0.0,530006001337986081
30934,53000,6001,Oakland,38086,6013,Kensington,Alameda,Contra Costa,Y,35.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,21.8,21.8,0.0,0.0,0.0,0.0,0.0,805.0,35.0,1.0,0.0,0.0,530006001380866013
30935,53000,6001,Oakland,38114,6041,Kentfield,Alameda,Marin,Y,55.0,55.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,55.0,60.8,45.3,30.0,0.0,0.0,200.0,0.0,3225.0,40.0,1.23,10.0,2.0,530006001381146041
30936,53000,6001,Oakland,39122,6013,Lafayette,Alameda,Contra Costa,Y,485.0,485.0,360.0,25.0,0.0,0.0,0.0,0.0,70.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,485.0,31.6,23.5,34.6,0.0,65.2,48.8,0.0,15240.0,375.0,1.03,15.0,2.0,530006001391226013
30937,53000,6001,Oakland,40438,6041,Larkspur,Alameda,Marin,Y,115.0,115.0,95.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,49.6,53.5,28.9,0.0,0.0,0.0,0.0,5605.0,105.0,1.09,10.0,2.0,530006001404386041
30938,53000,6001,Oakland,40704,6077,Lathrop,Alameda,San Joaquin,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3,90.0,70.0,0.0,0.0,0.0,0.0,750.0,10.0,1.2,4.0,2.0,530006001407046077
30939,53000,6001,Oakland,41992,6001,Livermore,Alameda,Alameda,Y,1340.0,1340.0,845.0,180.0,110.0,20.0,4.0,10.0,70.0,0.0,35.0,0.0,0.0,4.0,30.0,0.0,4.0,25.0,0.0,105.0,144.0,1340.0,31.8,29.1,25.3,41.4,58.4,64.2,17.3,42655.0,980.0,1.2,135.0,2.44,530006001419926001
30940,53000,6001,Oakland,42202,6077,Lodi,Alameda,San Joaquin,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,990.0,10.0,1.0,0.0,0.0,530006001422026077
30941,53000,6001,Oakland,43280,6085,Los Altos,Alameda,Santa Clara,Y,65.0,65.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,46.9,48.5,75.0,0.0,0.0,0.0,1.9,3095.0,55.0,1.09,4.0,2.0,530006001432806085
30942,53000,6001,Oakland,43294,6085,Los Altos Hills,Alameda,Santa Clara,Y,25.0,25.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,69.2,74.1,60.0,0.0,0.0,0.0,0.0,1800.0,20.0,1.21,4.0,2.0,530006001432946085
30943,53000,6001,Oakland,44000,6037,Los Angeles,Alameda,Los Angeles,Y,50.0,50.0,25.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,4.0,50.0,56.3,41.4,60.0,15.0,0.0,200.0,30.0,2815.0,30.0,1.23,4.0,2.4,530006001440006037
30944,53000,6001,Oakland,44112,6085,Los Gatos,Alameda,Santa Clara,Y,40.0,40.0,15.0,4.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,40.0,80.5,72.9,30.0,102.1,0.0,0.0,0.0,3140.0,20.0,1.77,10.0,3.13,530006001441126085
30945,53000,6001,Oakland,44378,6085,Loyola,Alameda,Santa Clara,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,0.0,150.0,0.0,0.0,0.0,0.0,530006001443786085
30946,53000,6001,Oakland,44399,6041,Lucas Valley-Marinwood,Alameda,Marin,Y,15.0,15.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,42.2,41.3,0.0,45.0,0.0,0.0,0.0,675.0,15.0,1.2,4.0,3.0,530006001443996041
30947,53000,6001,Oakland,45484,6077,Manteca,Alameda,San Joaquin,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5,8.3,90.0,0.0,0.0,0.0,0.0,500.0,10.0,1.29,4.0,2.0,530006001454846077
30948,53000,6001,Oakland,46114,6013,Martinez,Alameda,Contra Costa,Y,390.0,390.0,355.0,15.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,390.0,36.2,34.6,35.6,0.0,60.0,120.0,15.0,14100.0,365.0,1.02,10.0,2.0,530006001461146013
30949,53000,6001,Oakland,46870,6081,Menlo Park,Alameda,San Mateo,Y,360.0,360.0,235.0,70.0,25.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,360.0,49.3,53.3,34.9,34.6,53.5,100.0,30.0,17645.0,275.0,1.18,40.0,2.18,530006001468706081
30950,53000,6001,Oakland,47486,6081,Millbrae,Alameda,San Mateo,Y,50.0,50.0,35.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,50.0,37.6,36.2,0.0,53.2,0.0,20.0,0.0,1955.0,35.0,1.21,4.0,3.38,530006001474866081
30951,53000,6001,Oakland,47710,6041,Mill Valley,Alameda,Marin,Y,35.0,35.0,25.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,35.0,38.5,41.3,0.0,0.0,30.0,0.0,0.0,1385.0,25.0,1.0,0.0,0.0,530006001477106041
30952,53000,6001,Oakland,47766,6085,Milpitas,Alameda,Santa Clara,Y,200.0,200.0,100.0,35.0,55.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,55.0,200.0,55.7,47.8,58.1,58.1,0.0,130.0,0.0,11090.0,135.0,1.39,35.0,2.5,530006001477666085
30953,53000,6001,Oakland,48354,6099,Modesto,Alameda,Stanislaus,Y,40.0,40.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,66.9,73.0,58.1,0.0,0.0,0.0,0.0,2610.0,30.0,1.26,10.0,2.0,530006001483546099
30954,53000,6001,Oakland,48760,6081,Montara,Alameda,San Mateo,N,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,33.3,0.0,0.0,600.0,0.0,0.0,0.0,0.0,530006001487606081
30955,53000,6001,Oakland,48788,6071,Montclair,Alameda,San Bernardino,Y,30.0,30.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,15.9,16.6,15.0,0.0,0.0,0.0,0.0,445.0,20.0,1.27,4.0,2.0,530006001487886071
30956,53000,6001,Oakland,49194,6013,Moraga,Alameda,Contra Costa,Y,205.0,205.0,155.0,15.0,4.0,0.0,0.0,0.0,25.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,4.0,205.0,26.9,26.2,27.3,20.0,27.6,50.0,0.0,5535.0,165.0,1.07,10.0,2.21,530006001491946013
30957,53000,6001,Oakland,49278,6085,Morgan Hill,Alameda,Santa Clara,Y,40.0,40.0,20.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,58.4,68.0,20.0,72.3,0.0,0.0,0.0,2335.0,25.0,1.47,5.0,2.76,530006001492786085
30958,53000,6001,Oakland,49670,6085,Mountain View,Alameda,Santa Clara,Y,300.0,300.0,205.0,50.0,10.0,4.0,20.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,34.0,300.0,68.9,60.2,58.0,138.1,0.0,67.5,0.0,20815.0,240.0,1.21,35.0,2.52,530006001496706085
30959,53000,6001,Oakland,50258,6055,Napa,Alameda,Napa,Y,30.0,30.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,43.9,43.6,45.0,0.0,0.0,0.0,0.0,1230.0,25.0,1.12,4.0,2.0,530006001502586055
30960,53000,6001,Oakland,50916,6001,Newark,Alameda,Alameda,Y,825.0,825.0,530.0,165.0,20.0,4.0,4.0,15.0,20.0,0.0,10.0,0.0,0.0,4.0,20.0,0.0,10.0,20.0,0.0,30.0,43.0,825.0,35.7,39.4,28.7,33.9,40.5,50.0,18.0,29450.0,620.0,1.19,95.0,2.25,530006001509166001
30961,53000,6001,Oakland,51840,6081,North Fair Oaks,Alameda,San Mateo,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,630.0,4.0,1.0,0.0,0.0,530006001518406081
30962,53000,6001,Oakland,51924,6067,North Highlands,Alameda,Sacramento,N,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,1170.0,15.0,1.0,0.0,0.0,530006001519246067
30963,53000,6001,Oakland,52582,6041,Novato,Alameda,Marin,Y,190.0,190.0,115.0,45.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,20.0,190.0,49.5,46.5,37.6,42.3,0.0,0.0,200.0,9495.0,145.0,1.26,30.0,2.24,530006001525826041
30964,53000,6001,Oakland,53000,6001,Oakland,Alameda,Alameda,Y,67140.0,67140.0,36275.0,6360.0,1555.0,485.0,195.0,100.0,6925.0,20.0,1215.0,105.0,4.0,900.0,5130.0,85.0,205.0,645.0,6940.0,8269.0,2335.0,60200.0,21.1,17.8,20.6,26.5,38.9,40.1,15.7,1272820.0,40145.0,1.12,3875.0,2.25,530006001530006001
30965,53000,6001,Oakland,53070,6013,Oakley,Alameda,Contra Costa,N,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,690.0,15.0,1.48,10.0,2.0,530006001530706013
30966,53000,6001,Oakland,53896,6071,Ontario,Alameda,San Bernardino,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,200.0,10.0,1.0,0.0,0.0,530006001538966071
30967,53000,6001,Oakland,54232,6013,Orinda,Alameda,Contra Costa,Y,365.0,365.0,280.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,365.0,27.8,20.9,30.6,66.4,0.0,50.4,90.0,10175.0,305.0,1.1,25.0,2.31,530006001542326013
30968,53000,6001,Oakland,54764,6013,Pacheco,Alameda,Contra Costa,Y,25.0,25.0,0.0,4.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,25.0,39.2,0.0,20.0,60.0,20.0,0.0,0.0,980.0,4.0,2.62,4.0,2.62,530006001547646013
30969,53000,6001,Oakland,54806,6081,Pacifica,Alameda,San Mateo,Y,30.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,30.0,40.0,38.0,0.0,0.0,0.0,45.0,0.0,1120.0,20.0,1.0,0.0,0.0,530006001548066081
30970,53000,6001,Oakland,55282,6085,Palo Alto,Alameda,Santa Clara,Y,370.0,370.0,275.0,65.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,370.0,71.1,71.0,66.8,69.4,0.0,120.0,0.0,26445.0,315.0,1.15,40.0,2.2,530006001552826085
30971,53000,6001,Oakland,55837,6067,Parkway-South Sacramento,Alameda,Sacramento,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,600.0,4.0,3.0,4.0,3.0,530006001558376067
30972,53000,6001,Oakland,56784,6097,Petaluma,Alameda,Sonoma,Y,60.0,60.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,62.5,63.8,60.0,0.0,0.0,0.0,0.0,3815.0,50.0,1.2,10.0,2.0,530006001567846097
30973,53000,6001,Oakland,56938,6001,Piedmont,Alameda,Alameda,Y,635.0,635.0,440.0,85.0,20.0,25.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,4.0,0.0,40.0,45.0,635.0,16.5,14.0,20.0,11.5,43.4,0.0,11.6,10480.0,495.0,1.15,55.0,2.33,530006001569386001
30974,53000,6001,Oakland,57288,6013,Pinole,Alameda,Contra Costa,Y,75.0,75.0,50.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,75.0,40.5,27.6,120.0,21.3,0.0,0.0,0.0,2955.0,60.0,1.23,10.0,2.42,530006001572886013
30975,53000,6001,Oakland,57456,6013,Pittsburg,Alameda,Contra Costa,Y,250.0,250.0,170.0,30.0,35.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,35.0,250.0,34.2,35.1,32.5,30.4,45.0,0.0,30.0,8510.0,195.0,1.19,25.0,2.44,530006001574566013
30976,53000,6001,Oakland,57764,6013,Pleasant Hill,Alameda,Contra Costa,Y,405.0,405.0,330.0,25.0,0.0,10.0,0.0,0.0,10.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,29.0,10.0,405.0,31.5,30.6,43.0,30.0,30.0,41.1,15.0,12715.0,345.0,1.05,15.0,2.33,530006001577646013
30977,53000,6001,Oakland,57792,6001,Pleasanton,Alameda,Alameda,Y,2945.0,2945.0,2285.0,230.0,75.0,15.0,20.0,0.0,75.0,10.0,140.0,0.0,0.0,15.0,55.0,0.0,0.0,25.0,0.0,225.0,110.0,2945.0,34.6,33.8,26.6,32.4,52.5,56.4,27.0,101900.0,2435.0,1.08,150.0,2.29,530006001577926001
30978,53000,6001,Oakland,58072,6037,Pomona,Alameda,Los Angeles,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,120.0,720.0,0.0,0.0,0.0,0.0,530006001580726037
30979,53000,6001,Oakland,58380,6081,Portola Valley,Alameda,San Mateo,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,990.0,10.0,1.0,0.0,0.0,530006001583806081
30980,53000,6001,Oakland,59506,6067,Rancho Murieta,Alameda,Sacramento,N,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,2090.0,20.0,1.0,0.0,0.0,530006001595066067
30981,53000,6001,Oakland,59920,6089,Redding,Alameda,Shasta,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,165.0,10.0,1.0,0.0,0.0,530006001599206089
30982,53000,6001,Oakland,59962,6071,Redlands,Alameda,San Bernardino,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,75.0,4.0,1.0,0.0,0.0,530006001599626071
30983,53000,6001,Oakland,60102,6081,Redwood City,Alameda,San Mateo,Y,630.0,630.0,480.0,75.0,45.0,0.0,4.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,14.0,49.0,630.0,58.4,61.2,51.3,53.0,30.0,30.0,45.0,36775.0,535.0,1.13,55.0,2.31,530006001601026081
30984,53000,6001,Oakland,60620,6013,Richmond,Alameda,Contra Costa,Y,2015.0,2015.0,1555.0,215.0,25.0,40.0,10.0,0.0,60.0,0.0,60.0,4.0,0.0,15.0,0.0,4.0,0.0,30.0,0.0,124.0,75.0,2015.0,34.5,32.8,26.4,37.5,79.9,52.4,37.3,69440.0,1680.0,1.1,130.0,2.26,530006001606206013
30985,53000,6001,Oakland,60928,6087,Rio del Mar,Alameda,Santa Cruz,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,150.0,0.0,0.0,0.0,0.0,530006001609286087
30986,53000,6001,Oakland,62546,6097,Rohnert Park,Alameda,Sonoma,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,280.0,4.0,1.0,0.0,0.0,530006001625466097
30987,53000,6001,Oakland,62868,6097,Roseland,Alameda,Sonoma,N,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,18.5,0.0,0.0,0.0,0.0,0.0,240.0,15.0,1.0,0.0,0.0,530006001628686097
30988,53000,6001,Oakland,62938,6061,Roseville,Alameda,Placer,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,600.0,4.0,1.0,0.0,0.0,530006001629386061
30989,53000,6001,Oakland,64000,6067,Sacramento,Alameda,Sacramento,Y,145.0,145.0,110.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,49.6,57.5,30.2,0.0,0.0,0.0,10.0,7245.0,125.0,1.11,15.0,2.0,530006001640006067
30990,53000,6001,Oakland,64434,6041,San Anselmo,Alameda,Marin,Y,145.0,145.0,100.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,43.6,46.4,54.2,0.0,0.0,0.0,25.9,6365.0,110.0,1.08,10.0,2.0,530006001644346041
30991,53000,6001,Oakland,65028,6081,San Bruno,Alameda,San Mateo,Y,360.0,360.0,180.0,50.0,60.0,0.0,0.0,0.0,4.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,54.0,60.0,360.0,54.9,52.7,53.9,55.3,60.0,65.7,45.0,19885.0,225.0,1.3,45.0,2.44,530006001650286081
30992,53000,6001,Oakland,65070,6081,San Carlos,Alameda,San Mateo,Y,235.0,235.0,135.0,45.0,20.0,0.0,0.0,0.0,30.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,20.0,235.0,52.0,55.8,55.6,47.3,32.7,55.0,0.0,12215.0,165.0,1.22,30.0,2.23,530006001650706081
30993,53000,6001,Oakland,66000,6073,San Diego,Alameda,San Diego,N,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3,30.0,0.0,0.0,0.0,0.0,15.0,405.0,10.0,1.0,0.0,0.0,530006001660006073
30994,53000,6001,Oakland,67000,6075,San Francisco,Alameda,San Francisco,Y,30365.0,30365.0,8775.0,2050.0,3965.0,265.0,100.0,50.0,3805.0,65.0,9835.0,400.0,180.0,65.0,80.0,20.0,245.0,470.0,0.0,14285.0,4380.0,30365.0,43.9,43.9,44.6,43.7,48.2,42.8,38.7,1333575.0,11215.0,1.36,2440.0,2.63,530006001670006075
30995,53000,6001,Oakland,68000,6085,San Jose,Alameda,Santa Clara,Y,1345.0,1345.0,995.0,135.0,50.0,20.0,0.0,10.0,60.0,0.0,4.0,4.0,0.0,20.0,15.0,0.0,0.0,30.0,0.0,68.0,80.0,1345.0,63.2,63.6,60.3,59.6,82.7,74.5,47.3,84950.0,1090.0,1.11,90.0,2.36,530006001680006085
30996,53000,6001,Oakland,68084,6001,San Leandro,Alameda,Alameda,Y,6955.0,6955.0,4265.0,945.0,395.0,70.0,45.0,25.0,825.0,4.0,175.0,25.0,0.0,25.0,75.0,10.0,25.0,40.0,0.0,1029.0,535.0,6955.0,28.6,22.3,26.3,29.1,60.3,47.4,21.1,198740.0,4900.0,1.17,635.0,2.33,530006001680846001
